epoch;acc;loss;val_acc;val_loss
0;0.20142856666019984;12.73113237108503;0.2150000035762787;12.514771461486816
1;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
2;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
3;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
4;0.20142856666019984;12.73113237108503;0.2150000035762787;12.514771461486816
5;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
6;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
7;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
8;0.2014285751751491;12.73113237108503;0.2150000035762787;12.514771461486816
9;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
10;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
11;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
12;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
13;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
14;0.20142856666019984;12.73113237108503;0.2150000035762787;12.514771461486816
15;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
16;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
17;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
18;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
19;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
20;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
21;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
22;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
23;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
24;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
25;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
26;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
27;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
28;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
29;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
30;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
31;0.2014285751751491;12.73113237108503;0.2150000035762787;12.514771461486816
32;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
33;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
34;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
35;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
36;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
37;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
38;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
39;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
40;0.2014285751751491;12.73113237108503;0.2150000035762787;12.514771461486816
41;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
42;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
43;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
44;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
45;0.2014285730464118;12.73113237108503;0.2150000035762787;12.514771461486816
46;0.2014285751751491;12.73113237108503;0.2150000035762787;12.514771461486816
47;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
48;0.20142857091767447;12.73113237108503;0.2150000035762787;12.514771461486816
49;0.20142856878893717;12.73113237108503;0.2150000035762787;12.514771461486816
